cohort_name,estimate,value,diagnostics,source
ezetimibe,Cohort timing,"Individuals would typically have a diagnosis of dyslipidaemia at the same time as or just before the first ezetimibe prescription; they would often enter a statin cohort years before ezetimibe, and would typically enter cohorts for risk factors like hypertension or type_2_diabetes several years prior, whereas entry into cohorts for acute events like acute_mi or ischemic_stroke would often precede the initiation of ezetimibe by days to weeks as part of secondary prevention.",compare_cohorts,gemini-2.5-pro
ezetimibe,Frequently seen comorbidities,"dyslipidaemia, hypertension, type 2 diabetes, coronary artery disease, obesity, chronic kidney disease, ischaemic stroke, heart failure, atrial fibrillation, peripheral artery disease (these comorbidities represent the common cardiovascular risk factors and established diseases for which intensive lipid-lowering therapy with ezetimibe is indicated.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ezetimibe,Frequently seen signs and symptoms,"angina pectoris, dyspnoea, peripheral oedema, claudication, xanthelasma, xanthoma (these are not symptoms of the medication but rather of the underlying hypercholesterolaemia and associated atherosclerotic cardiovascular diseases being treated.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ezetimibe,Frequently seen medications,"statins, aspirin, angiotensin-converting enzyme inhibitors, beta blockers, calcium channel blockers, thiazide diuretics, metformin, angiotensin ii receptor blockers, proton pump inhibitors, clopidogrel (these medications are frequently co-prescribed with ezetimibe to manage the comprehensive cardiovascular risk profile of patients, including hypertension, diabetes, and thrombosis risk.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
gp_iib_iiia,Clinical description,"Glycoprotein IIb/IIIa inhibitors are a class of potent intravenous antiplatelet agents used to prevent thrombosis during high-risk acute coronary syndromes. They function by blocking the final common pathway for platelet aggregation, inhibiting the binding of fibrinogen to the glycoprotein IIb/IIIa receptor on the surface of platelets.",cohort_count,gemini-2.5-pro
gp_iib_iiia,Frequency,"These drugs are used exclusively in an acute hospital setting, typically a cardiac catheterisation laboratory, during procedures like percutaneous coronary intervention. They would not be seen in primary care data but should be well-captured in hospital electronic health records or procedural data.",cohort_count,gemini-2.5-pro
gp_iib_iiia,Median age of incident cases,"60 to 72 (Individuals receiving these agents are typically older adults, as the underlying condition of acute coronary syndrome is most prevalent in this age group.)",cohort_characteristics,gemini-2.5-pro
gp_iib_iiia,Percentage male,60% to 75% (A higher proportion of males is expected as coronary artery disease has a higher incidence and earlier onset in men compared to women.),cohort_characteristics,gemini-2.5-pro
gp_iib_iiia,Survival at five years,"75% to 90% (Survival is determined by the severity of the underlying cardiac event and subsequent cardiovascular health, rather than the drug itself, with most mortality due to recurrent ischaemic events or heart failure.)",cohort_survival,gemini-2.5-pro
gp_iib_iiia,Cohort overlap,"Expect high overlap (80-100%) with acute_mi and percutaneous_coronary_intervention; high overlap (70-95%) with aspirin, p2y12_inhibitors, statin, and anticoagulants; moderate overlap (40-70%) with hypertension, dyslipidemia, beta_blockers, and acei_arbs; and lower overlap (10-40%) with type_2_diabetes and heart_failure.",compare_cohorts,gemini-2.5-pro
gp_iib_iiia,Cohort timing,"Entry into the gp_iib_iiia cohort is simultaneous with acute_mi and percutaneous_coronary_intervention, typically occurring years after a diagnosis of chronic conditions like hypertension or dyslipidemia, and concurrent with the initiation of long-term secondary prevention medications like statins and p2y12_inhibitors.",compare_cohorts,gemini-2.5-pro
gp_iib_iiia,Frequently seen comorbidities,"the most common comorbidities are hypertension, dyslipidaemia, acute myocardial infarction, type 2 diabetes, coronary artery disease, chronic kidney disease, heart failure, and obesity. (These conditions are either the acute indication for the drug's use or are established risk factors for the development of severe coronary artery disease requiring intervention.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
gp_iib_iiia,Frequently seen signs and symptoms,"the most common signs and symptoms are angina pectoris, dyspnoea, diaphoresis, nausea, palpitations, syncope, and pain radiating to the arm or jaw. (These are the characteristic clinical manifestations of an acute coronary syndrome, which is the primary reason for administering a glycoprotein IIb/IIIa inhibitor.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
gp_iib_iiia,Frequently seen medications,"the most common medications are aspirin, p2y12 inhibitors, statins, anticoagulants, beta-blockers, and angiotensin-converting enzyme inhibitors or angiotensin receptor blockers. (These medications form the standard of care for managing acute coronary syndromes and for the long-term secondary prevention of future cardiovascular events.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
p2y12_inhibitors,Clinical description,"P2Y12 inhibitors are a class of antiplatelet agents that block the P2Y12 receptor on platelets, thereby inhibiting platelet activation and aggregation. They are primarily used for the prevention of atherothrombotic events in patients with acute coronary syndrome or those undergoing percutaneous coronary intervention.",cohort_count,gemini-2.5-pro
p2y12_inhibitors,Frequency,"Use of P2Y12 inhibitors is common in patients with acute cardiovascular disease, and these prescriptions will be well-captured in both primary and secondary care electronic health records and insurance claims data.",cohort_count,gemini-2.5-pro
p2y12_inhibitors,Median age of incident cases,60 to 70 (The median age reflects the typical age of onset for acute coronary syndromes and other cardiovascular events requiring this type of antiplatelet therapy.),cohort_characteristics,gemini-2.5-pro
p2y12_inhibitors,Percentage male,"60% to 75% (A higher proportion of males is expected as the primary indications, such as myocardial infarction, have a higher incidence in men.)",cohort_characteristics,gemini-2.5-pro
p2y12_inhibitors,Survival at five years,"70% to 85% (Survival reflects the underlying cardiovascular risk of the population, with mortality being highest in the first year following an acute event.)",cohort_survival,gemini-2.5-pro
p2y12_inhibitors,Cohort overlap,"A very high overlap (80-95%) is expected with aspirin, acute_mi, and percutaneous_coronary_intervention cohorts; high overlap (60-90%) with statin, anti_dyslipidaemia, hypertension, acei_arbs, and beta_blockers; moderate overlap (10-40%) with ischaemic_stroke, type_2_diabetes, heart_failure, and ckd cohorts; and lower overlap (5-20%) with anticoagulants.",compare_cohorts,gemini-2.5-pro
p2y12_inhibitors,Cohort timing,"Entry into the p2y12_inhibitors cohort typically occurs at the same time as, or within days after, entry into acute event cohorts like acute_mi, percutaneous_coronary_intervention, or ischemic_stroke. Entry into chronic comorbidity cohorts such as hypertension, dyslipidemia, or type_2_diabetes usually precedes entry into the p2y12_inhibitors cohort by several years.",compare_cohorts,gemini-2.5-pro
p2y12_inhibitors,Frequently seen comorbidities,"the most common comorbidities are hypertension, dyslipidaemia, type 2 diabetes, acute myocardial infarction, ischaemic stroke, heart failure, atrial fibrillation, chronic kidney disease, obesity, and carotid artery disease. (These conditions are common cardiovascular risk factors or co-existing diseases in patients requiring secondary prevention for atherothrombotic events.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
p2y12_inhibitors,Frequently seen signs and symptoms,"the most common signs and symptoms are chest pain, dyspnoea, palpitations, fatigue, dizziness, peripheral oedema, bleeding, bruising, syncope, and haematuria. (These represent symptoms of the underlying cardiovascular disease being treated or are recognised side effects of potent antiplatelet therapy, such as bleeding.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
p2y12_inhibitors,Frequently seen medications,"the most common medications are aspirin, statins, beta-blockers, angiotensin-converting enzyme inhibitors or angiotensin receptor blockers, proton pump inhibitors, calcium channel blockers, thiazide diuretics, nitrates, and anticoagulants. (These medications form the standard of care for secondary prevention of cardiovascular disease and management of related comorbidities.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
pcsk9_inhibitors,Clinical description,"PCSK9 inhibitors are injectable monoclonal antibodies that lower low-density lipoprotein (LDL) cholesterol by preventing the degradation of LDL receptors, thereby increasing their availability to clear LDL from the bloodstream. They are primarily used to treat hypercholesterolaemia in patients at very high cardiovascular risk who are unable to reach their LDL cholesterol goals with statins and/or ezetimibe.",cohort_count,gemini-2.5-pro
pcsk9_inhibitors,Frequency,"PCSK9 inhibitors are used infrequently compared to statins, typically as second or third-line therapy in specialist settings, but cases should be identifiable in both primary and secondary care electronic health records and insurance claims data.",cohort_count,gemini-2.5-pro
pcsk9_inhibitors,Median age of incident cases,"58 to 68 (Individuals are typically middle-aged or older, as they are prescribed for secondary prevention of atherosclerotic cardiovascular disease or for severe primary hypercholesterolaemia.)",cohort_characteristics,gemini-2.5-pro
pcsk9_inhibitors,Percentage male,"55% to 65% (There is often a slight male predominance, reflecting the higher incidence of atherosclerotic cardiovascular disease in men.)",cohort_characteristics,gemini-2.5-pro
pcsk9_inhibitors,Survival at five years,85% to 95% (Survival is generally high as these medications are used for long-term risk reduction in a high-risk but typically stable population.),cohort_survival,gemini-2.5-pro
pcsk9_inhibitors,Cohort overlap,"Expect almost 100% overlap with dyslipidemia and anti_dyslipidaemia; very high overlap (70-95%) with statin and hypertension; high overlap (40-80%) with aspirin, p2y12_inhibitors, and acute_mi; and moderate overlap (20-50%) with type_2_diabetes, heart_failure, percutaneous_coronary_intervention, ezetimibe, and obesity.",compare_cohorts,gemini-2.5-pro
pcsk9_inhibitors,Cohort timing,"Entry into the pcsk9_inhibitors cohort typically occurs years after entering cohorts for dyslipidemia, hypertension, and statin use, and often weeks or months after an index event like acute_mi or percutaneous_coronary_intervention, reflecting its use as an add-on or later-line therapy.",compare_cohorts,gemini-2.5-pro
pcsk9_inhibitors,Frequently seen comorbidities,"dyslipidaemia, hypertension, coronary artery disease, type 2 diabetes, previous acute myocardial infarction, chronic kidney disease, ischaemic stroke, peripheral artery disease, obesity, and heart failure (These comorbidities represent the established atherosclerotic cardiovascular diseases and associated risk factors for which intensive lipid-lowering therapy is indicated.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
pcsk9_inhibitors,Frequently seen signs and symptoms,"hypercholesterolaemia, angina pectoris, dyspnoea, peripheral oedema, claudication, focal neurological deficit, transient ischaemic attack, xanthomas, and arcus senilis (These are not direct effects of the medication but rather the clinical manifestations of the underlying dyslipidaemia and established cardiovascular disease being treated.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
pcsk9_inhibitors,Frequently seen medications,"statins, ezetimibe, aspirin, P2Y12 inhibitors, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, beta-blockers, calcium channel blockers, diuretics, and oral anticoagulants (These medications are co-prescribed to manage the spectrum of cardiovascular risk factors and conditions, with statins and ezetimibe being part of the core lipid-lowering strategy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
statin,Clinical description,"Statins are a class of lipid-lowering medications that inhibit the enzyme HMG-CoA reductase, which plays a central role in the production of cholesterol. They are used for the primary and secondary prevention of cardiovascular disease, which is most commonly caused by atherosclerosis.",cohort_count,gemini-2.5-pro
statin,Frequency,"Statins are among the most commonly prescribed medications worldwide. Cohorts of people taking statins can be readily identified in all major types of real-world healthcare data, including primary care, hospital, and insurance claims data.",cohort_count,gemini-2.5-pro
statin,Median age of incident cases,"55 to 65 (Statin therapy is typically initiated in middle to older age for the prevention of cardiovascular disease, although it may be started earlier in individuals with familial hypercholesterolaemia or other high-risk conditions.)",cohort_characteristics,gemini-2.5-pro
statin,Percentage male,"50% to 60% (A slight male predominance is expected as cardiovascular disease risk is generally higher in men, particularly at younger ages of initiation.)",cohort_characteristics,gemini-2.5-pro
statin,Survival at five years,"90% to 95% (Mortality is driven by the underlying cardiovascular risk profile and comorbidities rather than the medication itself, which is prescribed to improve long-term survival.)",cohort_survival,gemini-2.5-pro
statin,Cohort overlap,"Expect very high overlap (50-90%) with dyslipidemia and anti_dyslipidaemia cohorts; high overlap (20-50%) with hypertension, type_2_diabetes, acute_mi, ischemic_stroke, acei_arbs, antihypertensive, and aspirin cohorts; and moderate overlap (5-20%) with heart_failure, atrial_fibrillation, obesity, ckd, and ezetimibe cohorts.",compare_cohorts,gemini-2.5-pro
statin,Cohort timing,"For primary prevention, statin initiation typically follows a diagnosis of dyslipidemia or hypertension by weeks or months. For secondary prevention, statins are usually started within days of an event like an acute_mi or ischemic_stroke, or a procedure such as percutaneous_coronary_intervention.",compare_cohorts,gemini-2.5-pro
statin,Frequently seen comorbidities,"hypertension, dyslipidaemia, type 2 diabetes mellitus, obesity, acute myocardial infarction, ischaemic stroke, heart failure, atrial fibrillation, chronic kidney disease, and peripheral artery disease (These conditions are either risk factors that prompt the prescription of a statin for cardiovascular disease prevention or are clinical manifestations of the atherosclerotic disease that statins are intended to manage.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
statin,Frequently seen signs and symptoms,"myalgia, headache, nausea, chest pain, dyspnoea, palpitations, peripheral oedema, fatigue, dizziness, and elevated liver enzymes (The signs and symptoms observed are typically related to the underlying cardiovascular conditions for which statins are prescribed or are recognised side effects of the medication.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
statin,Frequently seen medications,"aspirin, angiotensin-converting enzyme inhibitors or angiotensin ii receptor blockers, beta-blockers, calcium channel blockers, thiazide diuretics, p2y12 inhibitors, ezetimibe, oral anticoagulants, metformin, and proton pump inhibitors (These medications are frequently co-prescribed with statins to manage the comprehensive cardiovascular risk profile, including hypertension, thrombosis, and type 2 diabetes mellitus.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thiazide_diuretics,Clinical description,"Thiazide diuretics are a class of medications primarily used to treat hypertension (high blood pressure) by promoting the excretion of salt and water from the body, thereby reducing blood volume and vascular resistance. They are also used to manage oedema associated with conditions such as heart failure, liver cirrhosis, and kidney disease.",cohort_count,gemini-2.5-pro
thiazide_diuretics,Frequency,"Thiazide diuretics are one of the most commonly prescribed classes of antihypertensive medications worldwide. Cases can be readily identified in all major types of real-world data, including primary care, hospital records, and insurance claims data.",cohort_count,gemini-2.5-pro
thiazide_diuretics,Median age of incident cases,"60 to 75 (Individuals are typically middle-aged or older at the time of their first prescription, reflecting the age-related increase in the prevalence of hypertension and heart failure.)",cohort_characteristics,gemini-2.5-pro
thiazide_diuretics,Percentage male,"45% to 55% (The proportion of males is expected to be roughly equal to females, as the primary indication, hypertension, has a similar prevalence between sexes in the age groups typically receiving treatment.)",cohort_characteristics,gemini-2.5-pro
thiazide_diuretics,Survival at five years,"80% to 95% (Survival is generally high as the medication is often used to manage chronic, stable conditions like hypertension, although this is moderated by its use in patients with heart failure who have a poorer prognosis.)",cohort_survival,gemini-2.5-pro
thiazide_diuretics,Cohort overlap,"A very high overlap (approaching 100%) is expected with antihypertensive and hypertension cohorts. High overlap (30-70%) is expected with other first-line antihypertensive medication cohorts (acei_arbs, calcium_channel_blockers), cohorts for cardiovascular risk factors (dyslipidemia, type_2_diabetes, obesity) and their treatments (statin, anti_dyslipidaemia). Moderate overlap (10-40%) is expected with cohorts for established cardiovascular diseases (heart_failure, atrial_fibrillation, acute_mi, ischemic_stroke) and chronic kidney disease stages.",compare_cohorts,gemini-2.5-pro
thiazide_diuretics,Cohort timing,"Individuals will typically be diagnosed with hypertension at the same time as or shortly before entering the thiazide diuretics cohort. Entry into the thiazide diuretics cohort often occurs years before entry into cohorts for cardiovascular events like acute_mi or ischemic_stroke. For those on multiple antihypertensives, entry into the thiazide diuretics cohort may occur at the same time as, or before/after, entry into cohorts like acei_arbs or calcium_channel_blockers depending on the treatment strategy.",compare_cohorts,gemini-2.5-pro
thiazide_diuretics,Frequently seen comorbidities,"hypertension, dyslipidaemia, type 2 diabetes mellitus, heart failure, chronic kidney disease, obesity, atrial fibrillation, ischaemic stroke, acute myocardial infarction, valve disorder (These conditions are expected as they are either the primary indications for treatment, such as hypertension and heart failure, or are commonly co-occurring cardiovascular risk factors and diseases.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thiazide_diuretics,Frequently seen signs and symptoms,"hypokalaemia, hyponatraemia, hyperuricaemia, hyperglycaemia, dizziness, orthostatic hypotension, dehydration, muscle cramps, fatigue, increased urination (These are typically not related to the underlying condition, which is often asymptomatic, but are well-known metabolic and haemodynamic side effects of the medication itself.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thiazide_diuretics,Frequently seen medications,"angiotensin-converting enzyme inhibitors, angiotensin ii receptor blockers, beta blockers, calcium channel blockers, statins, aspirin, metformin, non-steroidal anti-inflammatory drugs, loop diuretics, potassium supplements (These medications are frequently co-prescribed to manage the primary indication, such as hypertension, or to treat common comorbidities like type 2 diabetes and dyslipidaemia.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thrombin_inhibitors,Clinical description,"Thrombin inhibitors are a class of anticoagulant medications that act by directly or indirectly inhibiting the enzyme thrombin, a key component of the coagulation cascade. They are used for the prevention and treatment of thromboembolic disorders, such as deep vein thrombosis, pulmonary embolism, and stroke prevention in atrial fibrillation.",cohort_count,gemini-2.5-pro
thrombin_inhibitors,Frequency,"Thrombin inhibitors are commonly prescribed medications, particularly the direct oral anticoagulants (DOACs) and heparins. They are readily identifiable in prescribing data from both primary and secondary care settings.",cohort_count,gemini-2.5-pro
thrombin_inhibitors,Median age of incident cases,"65 to 75 (The use of thrombin inhibitors is most common in older adults, reflecting the age-related increase in the incidence of conditions like atrial fibrillation and venous thromboembolism.)",cohort_characteristics,gemini-2.5-pro
thrombin_inhibitors,Percentage male,"50% to 60% (The underlying indications for these medications, such as atrial fibrillation, are slightly more common in males.)",cohort_characteristics,gemini-2.5-pro
thrombin_inhibitors,Survival at five years,"50% to 75% (Mortality is determined by the underlying cardiovascular and other comorbidities for which the thrombin inhibitor is prescribed, rather than the medication itself.)",cohort_survival,gemini-2.5-pro
thrombin_inhibitors,Cohort overlap,"Expect very high overlap with the 'anticoagulants' cohort (approaching 100%) and high overlap with 'doacs' (50-80%), as these are sub- or super-classes. High overlap is expected with cohorts for which thrombin inhibitors are indicated, such as 'atrial_fibrillation' (60-80%) and 'ischemic_stroke' (30-50%). Substantial overlap will also exist with common comorbidity cohorts like 'hypertension' (70-90%), 'dyslipidemia' (50-70%), and 'heart_failure' (30-50%), and associated medication cohorts like 'statin' (50-70%) and 'beta_blockers' (50-70%).",compare_cohorts,gemini-2.5-pro
thrombin_inhibitors,Cohort timing,"Patients will typically be diagnosed with chronic conditions like 'hypertension' or 'type_2_diabetes' many years before entering the 'thrombin_inhibitors' cohort. Entry into the 'thrombin_inhibitors' cohort often occurs at the same time as, or within days to weeks after, an incident diagnosis of 'atrial_fibrillation', 'acute_mi', or 'ischemic_stroke'. Entry into other medication cohorts like 'statin' or 'acei_arbs' often precedes the initiation of a thrombin inhibitor.",compare_cohorts,gemini-2.5-pro
thrombin_inhibitors,Frequently seen comorbidities,"atrial fibrillation, hypertension, heart failure, type 2 diabetes, dyslipidaemia, ischaemic stroke, coronary artery disease, chronic kidney disease, obesity, valve disorder (these comorbidities are either indications for anticoagulation or represent a shared cardiovascular risk profile common in patients requiring these medications.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thrombin_inhibitors,Frequently seen signs and symptoms,"bleeding, bruising, haematoma, epistaxis, haematuria, gastrointestinal haemorrhage, melaena, haemoptysis, gingival bleeding, intracranial haemorrhage (these signs and symptoms are typically adverse effects related to the medication's anticoagulant properties, reflecting an increased risk of bleeding.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thrombin_inhibitors,Frequently seen medications,"statin, beta blockers, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, calcium channel blockers, thiazide diuretics, aspirin, P2Y12 inhibitors, warfarin, direct oral anticoagulants (these medications are commonly co-prescribed to manage the underlying cardiovascular diseases and risk factors for which thrombin inhibitors are indicated.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thrombolytics,Clinical description,"Thrombolytics are a class of drugs used to dissolve blood clots (thrombi) that have formed in blood vessels. They are administered in acute, emergency situations to treat conditions such as ischaemic stroke, myocardial infarction, and massive pulmonary embolism by restoring blood flow.",cohort_count,gemini-2.5-pro
thrombolytics,Frequency,"The use of thrombolytics is relatively infrequent and is confined to emergency hospital settings for specific acute thrombotic events. Therefore, cases will be found in hospital-based data but will be rare in primary care or general population datasets.",cohort_count,gemini-2.5-pro
thrombolytics,Median age of incident cases,"65 to 75 (Individuals receiving thrombolytics are typically older adults, as the underlying conditions like stroke and heart attack increase in incidence with age.)",cohort_characteristics,gemini-2.5-pro
thrombolytics,Percentage male,"55% to 65% (A slight male predominance is expected as cardiovascular diseases, the primary reason for thrombolytic use, are more common in men.)",cohort_characteristics,gemini-2.5-pro
thrombolytics,Survival at five years,"40% to 60% (Survival is highly dependent on the underlying acute condition being treated and the success of the intervention, with significant mortality in both the short and long term.)",cohort_survival,gemini-2.5-pro
thrombolytics,Cohort overlap,"A very high overlap (70-100%) is expected with acute_mi and ischemic_stroke, as these are primary indications, and with related procedures like percutaneous_coronary_intervention and endovascular_thrombectomy. High overlap (40-80%) is expected with cohorts for common comorbidities (hypertension, dyslipidemia, type_2_diabetes, atrial_fibrillation) and secondary prevention medications (aspirin, p2y12_inhibitors, statin, acei_arbs). Moderate overlap (10-40%) is likely with heart_failure and chronic kidney disease stages.",compare_cohorts,gemini-2.5-pro
thrombolytics,Cohort timing,"Entry into the thrombolytics cohort typically occurs at the same time (within hours) as entry into acute_mi, ischemic_stroke, percutaneous_coronary_intervention or endovascular_thrombectomy cohorts. Entry into cohorts for chronic comorbidities like hypertension or type_2_diabetes will predate entry into the thrombolytics cohort by several years, whereas entry into secondary prevention medication cohorts like statin or p2y12_inhibitors will usually occur at the same time or within days after thrombolytic administration.",compare_cohorts,gemini-2.5-pro
thrombolytics,Frequently seen comorbidities,"hypertension, dyslipidaemia, type 2 diabetes mellitus, atrial fibrillation, ischaemic heart disease, peripheral arterial disease, obesity, chronic kidney disease, heart failure, and previous stroke or transient ischaemic attack are frequently seen. (These conditions are all major risk factors for the development of atherothrombotic diseases such as myocardial infarction and ischaemic stroke, which are the primary indications for thrombolytic therapy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thrombolytics,Frequently seen signs and symptoms,"chest pain, dyspnoea, hemiparesis, dysphasia, altered level of consciousness, syncope, diaphoresis, tachycardia, hypotension, and visual field defects are frequently seen. (These are the classic signs and symptoms of the acute medical emergencies for which thrombolytics are administered, such as myocardial infarction, ischaemic stroke, and pulmonary embolism.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thrombolytics,Frequently seen medications,"aspirin, clopidogrel, statins, beta-blockers, angiotensin-converting enzyme inhibitors, heparin, angiotensin ii receptor blockers, warfarin, direct oral anticoagulants, and calcium channel blockers are frequently seen. (These medications are commonly used to manage underlying cardiovascular risk factors before the acute event and for secondary prevention afterwards.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
warfarin,Clinical description,"Warfarin is a vitamin K antagonist which acts as an anticoagulant, preventing the formation of blood clots. It is prescribed for the primary and secondary prevention of thromboembolic events, particularly in individuals with atrial fibrillation, venous thromboembolism, or prosthetic heart valves.",cohort_count,gemini-2.5-pro
warfarin,Frequency,"Warfarin is a commonly prescribed medication, though its use has declined with the introduction of direct oral anticoagulants (doacs). Cases are readily identifiable in both primary and secondary care electronic health records and in administrative claims data.",cohort_count,gemini-2.5-pro
warfarin,Median age of incident cases,"72 to 82 (The indications for warfarin, such as atrial fibrillation and venous thromboembolism, are much more common in older adults, hence the typically elderly age at treatment initiation.)",cohort_characteristics,gemini-2.5-pro
warfarin,Percentage male,"50% to 60% (The primary indications for warfarin use, such as atrial fibrillation, have a slight male predominance, leading to a small majority of males in typical cohorts.)",cohort_characteristics,gemini-2.5-pro
warfarin,Survival at five years,55% to 75% (Mortality is not driven by the drug but by the underlying cardiovascular conditions and advanced age of the patient population.),cohort_survival,gemini-2.5-pro
warfarin,Cohort overlap,"A warfarin cohort will have extremely high overlap with people with atrial_fibrillation (50-80%), hypertension (60-80%), and dyslipidemia (40-60%), and consequently with users of antihypertensive (60-80%) and anti_dyslipidaemia medications (40-60%); overlap with doacs should be very low (0-5%) as they are therapeutic alternatives, and moderate with aspirin (10-30%) as co-prescription occurs in specific clinical scenarios.",compare_cohorts,gemini-2.5-pro
warfarin,Cohort timing,"Diagnoses for chronic conditions like hypertension, dyslipidemia, or type_2_diabetes will typically predate warfarin initiation by many years; an incident diagnosis of atrial_fibrillation or ischemic_stroke will typically occur in the days or weeks immediately preceding the first warfarin prescription.",compare_cohorts,gemini-2.5-pro
warfarin,Frequently seen comorbidities,"atrial fibrillation, hypertension, ischaemic heart disease, type 2 diabetes mellitus, heart failure, chronic kidney disease, venous thromboembolism, ischaemic stroke, dyslipidaemia, and peripheral vascular disease are all commonly seen (These conditions are either the primary indication for anticoagulation or represent the common cardiovascular risk profile of the individuals requiring this treatment.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
warfarin,Frequently seen signs and symptoms,"epistaxis, haematuria, haematoma, melaena, rectal haemorrhage, haemoptysis, gingival bleeding, haematemesis, subconjunctival haemorrhage, and ecchymosis are all commonly seen (These signs and symptoms are manifestations of bleeding, which is the principal adverse effect associated with anticoagulant therapy like warfarin.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
warfarin,Frequently seen medications,"ramipril, atorvastatin, bisoprolol, furosemide, aspirin, lansoprazole, amlodipine, simvastatin, digoxin, and bendroflumethiazide are all commonly seen (These medications are typically used to manage the common underlying cardiovascular comorbidities in this patient group, such as hypertension, heart failure, and dyslipidaemia.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
acute_mi,Clinical description,"Acute myocardial infarction is a medical emergency that occurs when blood flow to a part of the heart is blocked for a long enough period that part of the heart muscle is damaged or dies. The underlying aetiology is most commonly the rupture of an atherosclerotic plaque in a coronary artery, leading to thrombus formation and vessel occlusion.",cohort_count,gemini-2.5-pro
acute_mi,Frequency,Acute myocardial infarction is a common cause of hospital admission and is therefore very frequently seen in hospital-based data sources like electronic health records and insurance claims. It is less likely to be recorded as an incident diagnosis in primary care data.,cohort_count,gemini-2.5-pro
acute_mi,Median age of incident cases,"60 to 70 (The incidence of acute myocardial infarction increases significantly with age, with most first events occurring in individuals over the age of 60.)",cohort_characteristics,gemini-2.5-pro
acute_mi,Percentage male,"60% to 70% (Men have a higher incidence of acute myocardial infarction compared to pre-menopausal women, with this sex difference narrowing in older age groups.)",cohort_characteristics,gemini-2.5-pro
acute_mi,Survival at five years,"70% to 85% (Although short-term survival has improved dramatically, mortality in the first year after an acute myocardial infarction is significant, and survival rates continue to decline over the following five years.)",cohort_survival,gemini-2.5-pro
acute_mi,Cohort overlap,"Very high overlap (>80%) is expected with secondary prevention medications like aspirin, p2y12 inhibitors, and statins; high overlap (50-80%) with percutaneous coronary intervention and common risk factors like hypertension and dyslipidaemia; and moderate overlap (20-40%) with type 2 diabetes and heart failure.",compare_cohorts,gemini-2.5-pro
acute_mi,Cohort timing,"Comorbid risk factors like hypertension and type 2 diabetes will typically be recorded years before the acute myocardial infarction, while procedures like percutaneous coronary intervention and medications like thrombolytics will be recorded at the same time, and secondary prevention medications are typically started within days of the event.",compare_cohorts,gemini-2.5-pro
acute_mi,Frequently seen comorbidities,"the most common comorbidities are hypertension, dyslipidaemia, type 2 diabetes, chronic kidney disease, heart failure, atrial fibrillation, obesity, and ischaemic stroke. (These comorbidities are established risk factors for the development and progression of atherosclerosis, which is the underlying pathological process of most acute myocardial infarctions.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
acute_mi,Frequently seen signs and symptoms,"the most common signs and symptoms are chest pain, dyspnoea, diaphoresis, nausea, vomiting, syncope, palpitations, left arm pain, jaw pain, and epigastric discomfort. (These signs and symptoms are a direct result of myocardial ischaemia and the body's autonomic nervous system response to acute cardiac injury and pain.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
acute_mi,Frequently seen medications,"the most common medications are aspirin, p2y12 inhibitors, statins, beta blockers, ace inhibitors or angiotensin ii receptor blockers, anticoagulants, thrombolytics, and glycoprotein iib/iiia inhibitors. (These medications are used acutely to manage the event by restoring blood flow and are continued long-term for secondary prevention of future cardiovascular events.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
